fome	22418
professor	22353
estúpido	22349
mamã	22276
mostrar	22252
hipótese	22242
telemóvel	22142
reunião	22094
prova	22071
s	22037
percebi	22031
casar	22016
general	21998
peter	21989
volto	21965
trazer	21958
olho	21930
chamado	21913
conseguiu	21911
exército	21887
através	21878
lei	21782
digas	21742
banco	21720
naquela	21710
deixe	21708
nesse	21670
disseram	21659
conseguimos	21637
segunda	21622
tempos	21591
podias	21522
tocar	21455
mês	21443
tiro	21441
fbi	21381
soube	21365
tenhas	21357
quantos	21347
creio	21347
george	21331
papel	21235
sonho	21183
ver-te	21178
desse	21158
tínhamos	21105
bar	21103
povo	21103
tentei	21088
eras	20966
fizemos	20965
cena	20964
tenente	20939
centro	20921
tivemos	20913
conversar	20878
teres	20872
nao	20855
vê-lo	20850
proteger	20840
diabo	20830
parabéns	20812
bebida	20767
aposto	20750
base	20721
tradução	20707
sinto-me	20705
esperem	20699
excelente	20680
comandante	20659
voltou	20640
namorada	20627
precisam	20551
sabias	20549
empresa	20494
resolver	20482
metade	20445
impossível	20407
lembro	20366
desapareceu	20252
interessante	20222
acerca	20208
segundos	20185
cair	20161
engraçado	20156
bela	20150
mentir	20126
costas	20094
chave	20092
divertido	20068
ouviste	20057
juro	20055
escrever	20038
piada	20029
oito	19994
levou	19950
passada	19920
guarda	19916
controlo	19914
daí	19901
apartamento	19897
segredo	19896
decisão	19860
funciona	19850
posição	19844
surpresa	19830
parecia	19813
cerca	19716
céu	19679
negócios	19673
cabo	19665
receber	19663
motivo	19660
imediatamente	19601
olhem	19541
vidas	19538
passo	19477
tribunal	19405
max	19400
contacto	19380
começa	19363
ora	19349
ótimo	19343
bolas	19341
trabalha	19321
tenham	19299
inferno	19295
estrada	19273
delas	19254
falei	19237
diria	19226
cheio	19224
companhia	19201
ouça	19193
sejas	19155
horrível	19135
escuta	19108
saída	19071
ordens	19026
namorado	19017
norte	19004
explicar	19001
aprender	18986
senhoras	18951
fazendo	18934
encontrou	18913
quente	18911
querias	18898
esquece	18794
prometo	18777
saia	18766
padre	18725
detective	18715
ouro	18712
perigo	18698
perdi	18658
falou	18621
coronel	18616
alma	18612
diferentes	18590
naquele	18557
vestido	18557
últimos	18544
planeta	18541
máquina	18526
